poison_method,epsilon_theoretical,epsilon_empirical_lb,gap_ratio,attack_advantage,clean_acc_mean,utility_drop
square,20.04778385608094,0.02274208441790214,1033.3087840051,0.5533333333333333,0.9334888888888888,0.02250555555555554
svd_lowvar,20.04778385608094,0.013099288349300988,1310.081685714665,0.42000000000000004,0.9334888888888888,0.02603518518518516
